"Randomly generated prices between 30 and 200 - n = 10000	",
3930,143.798
3931,108.96
3932,59.8408
3933,43.2647
3934,78.6466
3935,69.9533
3936,195.474
3937,63.6623
3938,50.6088
3939,161.685
3940,72.302
3941,176.265
3942,160.994
3943,101.073
3944,139.639
3945,175.414
3946,159.274
3947,67.3681
3948,59.374
3949,92.6487
3950,124.832
3951,164.288
3952,174.297
3953,146.649
3954,183.581
3955,156.186
3956,44.5209
3957,167.7
3958,192.215
3959,90.39
3960,167.001
3961,51.1007
3962,180.688
3963,40.5267
3964,95.6149
3965,100.243
3966,157.627
3967,60.3799
3968,67.1624
3969,83.4379
3970,143.842
3971,193.136
3972,34.727
3973,126.072
3974,120.364
3975,164.093
3976,160.03
3977,180.39
3978,41.7336
3979,195.305
3980,189.349
3981,37.5975
3982,79.8573
3983,108.807
3984,187.113
3985,129.596
3986,110.908
3987,131.516
3988,121.099
3989,165.242
3990,118.313
3991,172.558
3992,191.946
3993,61.8023
3994,183.215
3995,107.993
3996,35.8633
3997,38.9452
3998,123.675
3999,136.55
4000,48.9625
4001,84.8225
4002,93.5537
4003,122.58
4004,155.191
4005,46.0349
4006,86.8346
4007,117.5
4008,111.843
4009,197.371
4010,150.149
4011,189.82
4012,162.959
4013,137.251
4014,69.0868
4015,87.7179
4016,154.672
4017,141.864
4018,128.619
4019,79.0706
4020,91.339
4021,96.3199
4022,176.718
4023,86.2964
4024,189.357
4025,136.535
4026,91.5993
4027,59.9054
4028,88.6797
4029,98.201
4030,71.4067
4031,183.976
4032,43.7819
4033,45.3931
4034,114.159
4035,115.125
4036,138.892
4037,34.8965
4038,144.564
4039,81.1096
4040,78.6456
4041,34.8362
4042,172.788
4043,114.533
4044,73.3958
4045,105.128
4046,167.553
4047,144.261
4048,181.866
4049,101.237
4050,45.6936
4051,112.233
4052,172.394
4053,94.1438
4054,107.618
4055,185.604
4056,63.1764
4057,69.4645
4058,153.49
4059,198.825
4060,186.138
4061,45.9455
4062,48.5646
4063,33.2484
4064,124.552
4065,33.526
4066,81.2729
4067,136.439
4068,31.1323
4069,61.6061
4070,83.7991
4071,167.409
4072,92.6899
4073,45.7176
4074,55.0801
4075,142.885
4076,125.185
4077,111.897
4078,67.6629
4079,186.399
4080,96.7175
4081,117.947
4082,143.481
4083,197.766
4084,69.5007
4085,33.3389
4086,191.171
4087,105.064
4088,159.111
4089,107.96
4090,112.553
4091,106.307
4092,148.659
4093,154.117
4094,118.383
4095,42.3135
4096,32.6361
4097,139.977
4098,75.9591
4099,160.02
4100,55.8154
4101,45.9829
4102,196.943
4103,137.269
4104,100.067
4105,183.643
4106,169.703
4107,110.34
4108,42.1894
4109,95.357
4110,147.178
4111,167.393
4112,187.818
4113,48.4851
4114,66.1855
4115,122.314
4116,151.757
4117,34.7142
4118,153.695
4119,37.7341
4120,70.4798
4121,88.0762
4122,39.4715
4123,55.1361
4124,98.5747
4125,199.749
4126,110.534
4127,85.5155
4128,120.478
4129,42.7073
4130,191.833
4131,146.356
4132,160.52
4133,48.9043
4134,98.3126
4135,195.502
4136,107.707
4137,105.271
4138,163.901
4139,53.0511
4140,48.3415
4141,173.953
4142,102.257
4143,142.34
4144,85.9355
4145,79.5135
4146,112.996
4147,81.5182
4148,87.7165
4149,162.691
4150,119.988
4151,137.765
4152,133.646
4153,156.612
4154,75.4505
4155,117.448
4156,101.662
4157,122.627
4158,190.751
4159,49.0615
4160,172.959
4161,131.313
4162,80.3957
4163,169.889
4164,39.63
4165,136.579
4166,185.841
4167,96.3423
4168,151.293
4169,145.87
4170,146.617
4171,190.581
4172,162.82
4173,180.791
4174,165.358
4175,199.239
4176,87.3793
4177,72.2311
4178,157.577
4179,181.559
4180,193.643
4181,35.3891
4182,137.266
4183,178.554
4184,40.3652
4185,183.215
4186,132.47
4187,108.254
4188,122.005
4189,126.92
4190,105.014
4191,70.4825
4192,165.763
4193,105.806
4194,114.588
4195,156.643
4196,57.9562
4197,95.2815
4198,65.9487
4199,96.6937
4200,195.809
4201,64.1504
4202,173.772
4203,100.032
4204,181.322
4205,161.73
4206,62.9128
4207,114.799
4208,82.5712
4209,44.9801
4210,33.6938
4211,115.666
4212,107.428
4213,60.7904
4214,115.844
4215,59.3283
4216,113.514
4217,67.5962
4218,46.0661
4219,125.714
4220,159.816
4221,135.417
4222,111.652
4223,50.626
4224,101.174
4225,34.8677
4226,193.477
4227,115.008
4228,108.964
4229,96.3323
4230,148.617
4231,82.3986
4232,78.6746
4233,47.8878
4234,67.1676
4235,65.3324
4236,177.867
4237,170.009
4238,186.021
4239,192.019
4240,141.523
4241,78.7706
4242,117.073
4243,165.374
4244,114.8
4245,89.0787
4246,177.282
4247,121.7
4248,92.4487
4249,154.599
4250,102.609
4251,156.411
4252,177.127
4253,178.816
4254,35.0668
4255,88.2089
4256,82.3265
4257,86.2229
4258,49.4
4259,162.072
4260,83.4613
4261,198.808
4262,197.509
4263,179.204
4264,33.7151
4265,125.916
4266,50.1379
4267,107.499
4268,152.579
4269,106.122
4270,93.6749
4271,109.538
4272,61.2616
4273,119.261
4274,60.5489
4275,96.5461
4276,52.3218
4277,63.8073
4278,44.3361
4279,125.365
4280,139.775
4281,69.3177
4282,100.281
4283,153.428
4284,34.0877
4285,75.5966
4286,66.759
4287,52.0984
4288,56.6066
4289,99.7075
4290,115.689
4291,178.157
4292,96.5022
4293,122.268
4294,150.671
4295,176.698
4296,149.499
4297,106.667
4298,170.235
4299,137.022
4300,175.654
4301,191.064
4302,192.064
4303,189.179
4304,115.955
4305,106.864
4306,133.954
4307,150.95
4308,40.6426
4309,192.327
4310,119.284
4311,198.347
4312,76.1178
4313,87.3575
4314,34.4831
4315,98.0437
4316,71.5294
4317,104.005
4318,193.558
4319,64.4845
4320,117.713
4321,127.472
4322,163.798
4323,31.5997
4324,69.1124
4325,62.7424
4326,80.6194
4327,122.212
4328,63.8007
4329,75.0085
4330,85.6684
4331,39.7157
4332,68.704
4333,125.25
4334,62.2569
4335,174.797
4336,196.407
4337,182.157
4338,192.114
4339,49.9253
4340,150.736
4341,175.418
4342,193.274
4343,132.487
4344,136.28
4345,199.424
4346,149.565
4347,169.336
4348,199.447
4349,177.259
4350,150.135
4351,127.677
4352,45.8638
4353,104.036
4354,73.8551
4355,37.4022
4356,63.2527
4357,73.5541
4358,100.343
4359,198.41
4360,112.951
4361,102.877
4362,154.076
4363,118.922
4364,105.878
4365,78.5196
4366,195.53
4367,109.503
4368,41.8532
4369,55.4063
4370,111.549
4371,90.3125
4372,156.086
4373,137.401
4374,33.5354
4375,100.107
4376,45.5167
4377,67.9612
4378,128.707
4379,193.155
4380,37.2692
4381,60.6395
4382,37.1943
4383,41.8546
4384,109.314
4385,121.523
4386,191.069
4387,71.4049
4388,30.999
4389,78.8926
4390,87.4164
4391,184.258
4392,85.1751
4393,151.101
4394,149.543
4395,54.6293
4396,88.4884
4397,195.293
4398,48.0395
4399,45.9881
4400,45.2294
4401,171.754
4402,134.786
4403,58.887
4404,110.384
4405,52.964
4406,185.648
4407,143.051
4408,141.395
4409,130.565
4410,190.984
4411,156.797
4412,132.903
4413,69.9711
4414,136.728
4415,163.818
4416,160.365
4417,160.293
4418,158.466
4419,182.215
4420,188.488
4421,182.846
4422,191.077
4423,152.241
4424,197.474
4425,165.707
4426,106.675
4427,187.178
4428,192.072
4429,183.971
4430,167.687
4431,97.0731
4432,44.01
4433,75.5315
4434,52.499
4435,91.4289
4436,98.0598
4437,39.2612
4438,146.926
4439,129.672
4440,188.954
4441,128.934
4442,64.7855
4443,89.2786
4444,89.4587
4445,79.0109
4446,190.958
4447,159.935
4448,136.616
4449,47.7688
4450,76.0126
4451,42.6614
4452,171.959
4453,138.878
4454,123.038
4455,167.423
4456,115.502
4457,99.2521
4458,126.035
4459,57.5802
4460,115.348
4461,58.913
4462,76.4073
4463,120.38
4464,32.0141
4465,107.791
4466,139.758
4467,85.7966
4468,172.004
4469,175.094
4470,191.823
4471,78.184
4472,49.562
4473,175.744
4474,69.9811
4475,82.0166
4476,139.386
4477,156.524
4478,139.157
4479,60.7204
4480,183.362
4481,129.906
4482,69.668
4483,115.855
4484,95.8769
4485,84.6827
4486,92.7188
4487,158.54
4488,180.035
4489,144.56
4490,155.688
4491,140.287
4492,95.2527
4493,191.772
4494,193.742
4495,133.14
4496,64.1429
4497,118.016
4498,68.4139
4499,196.886
4500,111.385
4501,189.896
4502,179.226
4503,193.156
4504,159.828
4505,61.1755
4506,195.716
4507,122.555
4508,58.3884
4509,124.26
4510,79.2275
4511,199.588
4512,145.91
4513,74.9604
4514,45.03
4515,191.972
4516,43.9736
4517,106.583
4518,196.629
4519,117.988
4520,85.7202
4521,44.1712
4522,121.703
4523,120.271
4524,174.103
4525,61.6436
4526,96.565
4527,130.91
4528,102.576
4529,163.636
4530,47.3801
4531,84.0975
4532,42.306
4533,128.395
4534,51.7433
4535,161.183
4536,166.21
4537,129.656
4538,64.4702
4539,112.136
4540,144.831
4541,128.694
4542,59.9783
4543,96.8153
4544,59.0973
4545,176.281
4546,163.395
4547,125.502
4548,66.7757
4549,48.1262
4550,188.265
4551,102.851
4552,89.9478
4553,115.255
4554,50.2711
4555,186.912
4556,120.252
4557,133.783
4558,81.5924
4559,181.201
4560,173.467
4561,115.298
4562,174.266
4563,118.262
4564,177.091
4565,126.054
4566,125.516
4567,190.95
4568,85.8201
4569,140.921
4570,181.038
4571,197.365
4572,45.0051
4573,159.431
4574,42.9174
4575,110.399
4576,85.1595
4577,84.9212
4578,68.1879
4579,198.885
4580,117.354
4581,170.437
4582,167.011
4583,53.5577
4584,58.4412
4585,184.895
4586,94.8673
4587,126.018
4588,114.502
4589,37.6871
4590,141.569
4591,128.219
4592,178.307
4593,89.326
4594,52.0049
4595,184.743
4596,170.693
4597,173.705
4598,136.199
4599,149.074
4600,191.331
4601,111.777
4602,95.0054
4603,159.872
4604,72.5203
4605,75.9426
4606,193.561
4607,73.5158
4608,165.835
4609,127.425
4610,127.29
4611,105.932
4612,73.7097
4613,178.631
4614,95.4187
4615,59.739
4616,32.9751
4617,184.596
4618,119.458
4619,124.69
4620,141.256
4621,44.7
4622,132.854
4623,128.547
4624,31.623
4625,162.39
4626,99.2501
4627,75.172
4628,138.559
4629,35.2777
4630,87.6547
4631,119.791
4632,154.574
4633,149.023
4634,181.735
4635,128.204
4636,76.623
4637,193.912
4638,192.933
4639,83.9141
4640,128.372
4641,170.913
4642,35.9254
4643,59.3156
4644,133.955
4645,68.0191
4646,133.786
4647,183.871
4648,140.771
4649,87.4963
4650,185.71
4651,154.436
4652,195.982
4653,175.714
4654,160.61
4655,67.8534
4656,164.621
4657,99.9151
4658,148.664
4659,179.321
4660,93.2718
4661,153.93
4662,35.2187
4663,189.883
4664,154.785
4665,188.891
4666,161.482
4667,125.338
4668,87.5135
4669,196.945
4670,146.039
4671,197.621
4672,82.7094
4673,191.043
4674,37.9412
4675,113.286
4676,153.264
4677,136.142
4678,193.008
4679,92.3309
4680,198.004
4681,191.157
4682,156.199
4683,147.487
4684,127.114
4685,56.8323
4686,160.819
4687,165.913
4688,107.349
4689,51.129
4690,119.53
4691,83.1549
4692,75.0782
4693,149.787
4694,57.8225
4695,98.3622
4696,140.231
4697,185.351
4698,153.653
4699,91.2849
4700,165.809
4701,82.7893
4702,77.1226
4703,188.631
4704,87.5064
4705,151.738
4706,122.465
4707,101.679
4708,140.85
4709,148.493
4710,102.219
4711,127.912
4712,41.1611
4713,196.474
4714,159.906
4715,165.919
4716,176.824
4717,104.523
4718,67.6896
4719,106.233
4720,134.225
4721,191.965
4722,36.0227
4723,93.5941
4724,76.6354
4725,57.4114
4726,144.998
4727,137.362
4728,99.1986
4729,139.218
4730,153.617
4731,121.184
4732,144.071
4733,186.806
4734,181.811
4735,110.666
4736,37.9829
4737,152.438
4738,103.78
4739,82.573
4740,118.001
4741,120.612
4742,86.1761
4743,96.1636
4744,162.614
4745,129.98
4746,119.826
4747,117.485
4748,100.37
4749,180.624
4750,124.102
4751,76.0689
4752,77.2409
4753,166.048
4754,143.563
4755,50.0924
4756,64.2176
4757,96.9293
4758,164.76
4759,51.0197
4760,197.736
4761,129.387
4762,145.45
4763,139.142
4764,32.1115
4765,50.0767
4766,111.485
4767,53.8598
4768,180.151
4769,79.8587
4770,104.211
4771,146.829
4772,61.7831
4773,32.6596
4774,130.852
4775,160.365
4776,133.066
4777,192.062
4778,54.9202
4779,192.972
4780,109.957
4781,54.7728
4782,47.5251
4783,172.014
4784,132.343
4785,112.88
4786,43.1307
4787,33.408
4788,156.253
4789,123.78
4790,175.749
4791,128.926
4792,156.279
4793,60.4254
4794,54.6792
4795,175.925
4796,118.734
4797,119.504
4798,113.105
4799,128.369
4800,174.044
4801,101.969
4802,168.997
4803,173.491
4804,125.725
4805,180.205
4806,142.606
4807,96.1769
4808,122.642
4809,192.885
4810,199.745
4811,141.743
4812,56.1866
4813,177.342
4814,160.446
4815,187.603
4816,134.865
4817,155.887
4818,171.38
4819,144.386
4820,35.0362
4821,144.527
4822,54.197
4823,191.714
4824,34.9273
4825,33.0423
4826,140.177
4827,73.689
4828,99.343
4829,137.43
4830,119.011
4831,31.0543
4832,124.441
4833,134.8
4834,106.876
4835,120.563
4836,153.949
4837,115.834
4838,185.577
4839,46.2452
4840,90.4445
4841,167.632
4842,128.448
4843,185.995
4844,149.883
4845,60.9828
4846,55.9406
4847,198.782
4848,138.902
4849,181.218
4850,48.5924
4851,39.2585
4852,39.3117
4853,166.397
4854,138.162
4855,109.355
4856,186.646
4857,86.7389
4858,181.259
4859,140.753
4860,156.022
4861,124.262
4862,161.905
4863,128.619
4864,91.222
4865,185.556
4866,45.1719
4867,170.474
4868,100.166
4869,149.769
4870,43.0947
4871,188.205
4872,71.0967
4873,168.219
4874,133.602
4875,188.928
4876,120.479
4877,134.274
4878,143.39
4879,47.5719
4880,116.186
4881,147.561
4882,81.3518
4883,30.7485
4884,85.23
4885,136.162
4886,67.4029
4887,124.573
4888,77.0293
4889,132.544
4890,55.1511
4891,186.587
4892,131.914
4893,182.734
4894,176.623
4895,95.4454
4896,183.71
4897,49.9357
4898,151.282
4899,44.6378
4900,64.5401
4901,145.925
4902,32.9204
4903,79.0185
4904,164.138
4905,155.745
4906,188.372
4907,172.663
4908,31.2085
4909,74.0657
4910,134.326
4911,135.352
4912,148.944
4913,132.344
4914,144.309
4915,109.618
4916,54.8989
4917,92.8027
4918,170.129
4919,33.6843
4920,187.99
4921,171.607
4922,147.103
4923,63.1621
4924,191.118
4925,45.039
4926,93.1976
4927,125.382
4928,174.069
4929,104.744
4930,124.434
4931,99.3636
4932,94.8577
4933,40.7449
4934,67.7125
4935,167.432
4936,78.2237
4937,63.6333
4938,39.9557
4939,175.276
4940,171.94
4941,96.9128
4942,133.517
4943,161.618
4944,89.2628
4945,66.7093
4946,30.2995
4947,63.4552
4948,52.6789
4949,93.7903
4950,172.624
4951,36.1907
4952,110.878
4953,119.555
4954,89.8152
4955,158.541
4956,41.9689
4957,60.2451
4958,190.196
4959,100.126
4960,121.224
4961,163.228
4962,51.531
4963,49.8449
4964,177.622
4965,106.909
4966,48.5972
4967,78.4626
4968,50.1548
4969,116.554
4970,161.247
4971,129.132
4972,102.269
4973,170.148
4974,50.7682
4975,109.125
4976,68.0432
4977,87.5079
4978,72.6078
4979,197.909
4980,150.838
4981,62.5055
4982,37.4843
4983,99.703
4984,49.1448
4985,32.798
4986,116.771
4987,185.375
4988,88.9845
4989,62.3829
4990,67.1258
4991,131.375
4992,157.394
4993,82.2051
4994,111.884
4995,182.796
4996,49.5133
4997,136.623
4998,79.7855
4999,126.023
5000,116.806
5001,163.759
5002,66.5048
5003,168.78
5004,132.488
5005,176.609
5006,109.954
5007,72.2329
5008,72.6094
5009,154.575
5010,93.1451
5011,167.85
5012,99.3213
5013,185.306
5014,108.647
5015,49.6572
5016,149.567
5017,194.426
5018,85.6561
5019,80.0581
5020,147.901
5021,113.018
5022,196.223
5023,182.955
5024,151.802
5025,129.844
5026,84.3059
5027,176.403
5028,127.413
5029,99.5049
5030,138.996
5031,134.168
5032,142.14
5033,190.839
5034,71.4806
5035,195.815
5036,149.26
5037,153.276
5038,130.108
5039,105.493
5040,145.692
5041,152.887
5042,157.958
5043,183.144
5044,197.721
5045,180.858
5046,188.136
5047,160.656
5048,169.792
5049,126.773
5050,155.272
5051,187.648
5052,187.291
5053,191.283
5054,168.232
5055,47.1713
5056,72.4957
5057,80.0634
5058,144.575
5059,85.4219
5060,95.2098
5061,130.514
5062,71.1776
5063,108.858
5064,185.885
5065,110.003
5066,82.68
5067,55.0633
5068,183.508
5069,78.3617
5070,106.04
5071,106.447
5072,68.0281
5073,181.474
5074,56.2528
5075,129.997
5076,83.2587
5077,60.5257
5078,140.053
5079,160.729
5080,168.285
5081,119.642
5082,130.595
5083,102.891
5084,67.5879
5085,49.1556
5086,127.962
5087,186.647
5088,91.4439
5089,98.9575
5090,86.9678
5091,60.4646
5092,57.368
5093,70.2338
5094,55.4743
5095,149.365
5096,103.216
5097,104.23
5098,109.915
5099,41.906
5100,132.806
5101,64.6393
5102,100.361
5103,89.2827
5104,52.8093
5105,156.992
5106,89.6205
5107,97.372
5108,111.709
5109,64.5911
5110,80.9534
5111,162.07
5112,165.319
5113,52.2967
5114,120.199
5115,53.7068
5116,32.7152
5117,54.7566
5118,132.889
5119,199.688
5120,182.338
5121,32.7703
5122,125
5123,141.112
5124,73.3165
5125,124.791
5126,93.3784
5127,119.839
5128,72.0662
5129,164.816
5130,100.509
5131,197.875
5132,56.701
5133,48.3613
5134,178.205
5135,169.238
5136,88.0777
5137,144.393
5138,115.973
5139,119.365
5140,77.4189
5141,137.795
5142,148.262
5143,87.4349
5144,75.9466
5145,151.842
5146,75.2772
5147,125.239
5148,134.445
5149,37.3316
5150,98.2731
5151,41.3185
5152,82.4516
5153,127.514
5154,183.664
5155,112.048
5156,36.331
5157,129.484
5158,66.1278
5159,31.4726
5160,57.4421
5161,60.4973
5162,76.9412
5163,66.9298
5164,188.214
5165,153.308
5166,89.682
5167,193.921
5168,133.25
5169,195.524
5170,127.432
5171,162.876
5172,104.237
5173,198.908
5174,62.7712
5175,103.204
5176,169.565
5177,145.695
5178,81.8168
5179,158.296
5180,145.114
5181,101.464
5182,132.333
5183,123.983
5184,134.899
5185,56.323
5186,38.9925
5187,188.577
5188,89.5394
5189,132.537
5190,100.51
5191,83.0057
5192,81.514
5193,100.048
5194,122.498
5195,70.563
5196,69.2282
5197,157.667
5198,73.6769
5199,87.5302
5200,64.9153
5201,71.7005
5202,110.776
5203,143.173
5204,92.3943
5205,143.983
5206,139.435
5207,68.5453
5208,172.38
5209,145.485
5210,96.903
5211,36.0201
5212,50.0491
5213,76.8881
5214,47.9548
5215,73.1011
5216,170.683
5217,74.8108
5218,125.676
5219,183.165
5220,110.67
5221,77.2538
5222,115.451
5223,152.129
5224,37.5897
5225,113.876
5226,82.7915
5227,149.869
5228,136.237
5229,113.153
5230,99.4375
5231,166.297
5232,157.489
5233,55.9762
5234,167.467
5235,86.5079
5236,102.75
5237,56.0958
5238,125.995
5239,151.764
5240,152.442
5241,62.2892
5242,64.5598
5243,95.9368
5244,178.038
5245,31.5801
5246,60.6082
5247,86.6055
5248,169.856
5249,189.67
5250,49.2729
5251,199.815
5252,159.342
5253,148.399
5254,60.4185
5255,90.3811
5256,59.151
5257,77.6726
5258,111.926
5259,46.3712
5260,51.6491
5261,67.3004
5262,32.3278
5263,83.0352
5264,191.268
5265,66.0378
5266,159.898
5267,79.6652
5268,188.528
5269,91.7748
5270,64.3756
5271,39.5244
5272,193.532
5273,49.03
5274,136.856
5275,172.862
5276,36.9236
5277,49.7693
5278,182.595
5279,33.0516
5280,166.785
5281,117.878
5282,35.2793
5283,87.2543
5284,51.3314
5285,98.4293
5286,142.623
5287,181.859
5288,53.346
5289,111.748
5290,142.628
5291,84.0374
5292,85.9765
5293,131.303
5294,178.361
5295,195.649
5296,68.748
5297,174.948
5298,191.945
5299,58.0668
5300,135.58
5301,178.719
5302,131.994
5303,49.2489
5304,53.7006
5305,185.094
5306,91.3617
5307,183.051
5308,130.609
5309,176.92
5310,56.5656
5311,173.898
5312,105.66
5313,56.6439
5314,113.56
5315,53.7491
5316,197.019
5317,129.038
5318,191.586
5319,64.7499
5320,99.2971
5321,111.677
5322,77.7179
5323,55.5272
5324,44.5605
5325,109.043
5326,168.415
5327,44.2257
5328,60.6218
5329,55.8557
5330,150.959
5331,75.5951
5332,53.2847
5333,100.716
5334,182.506
5335,154.157
5336,87.4799
5337,85.0409
5338,194.471
5339,54.5166
5340,102.784
5341,31.689
5342,83.0538
5343,123.021
5344,58.9207
5345,114.271
5346,171.407
5347,142.574
5348,172.176
5349,62.0624
5350,88.4403
5351,98.9874
5352,112.313
5353,90.3361
5354,123.711
5355,100.352
5356,87.9518
5357,171.109
5358,175.241
5359,107.779
5360,118.36
5361,186.955
5362,190.714
5363,192.431
5364,128.57
5365,189.41
5366,40.1455
5367,77.2616
5368,183.216
5369,92.4329
5370,197.571
5371,31.6068
5372,112.478
5373,116.945
5374,96.6644
5375,32.0151
5376,152.083
5377,60.7007
5378,199.787
5379,66.0741
5380,101.838
5381,151.081
5382,133.846
5383,110.674
5384,58.1693
5385,148.763
5386,124.191
5387,151.013
5388,162.52
5389,67.609
5390,173.79
5391,177.293
5392,40.1908
5393,151.04
5394,124.868
5395,92.4245
5396,95.9518
5397,66.2838
5398,153.949
5399,35.8607
5400,50.9177
5401,163.648
5402,189.565
5403,157.813
5404,193.437
5405,188.613
5406,170.746
5407,184.414
5408,78.4007
5409,177.836
5410,137.091
5411,83.0262
5412,72.5503
5413,37.2426
5414,81.0133
5415,84.1067
5416,77.7433
5417,191.093
5418,88.7145
5419,86.1813
5420,59.5324
5421,105.687
5422,182.478
5423,120.379
5424,75.121
5425,136.446
5426,95.2795
5427,125.059
5428,32.4643
5429,175.958
5430,192.056
5431,168.283
5432,47.2417
5433,55.9494
5434,106.332
5435,184.781
5436,118.097
5437,171.931
5438,140.191
5439,57.9886
5440,54.8117
5441,169.216
5442,151.562
5443,99.4497
5444,164.931
5445,99.5652
5446,187.51
5447,179.113
5448,103.823
5449,57.7623
5450,75.0583
5451,47.6531
5452,86.5647
5453,81.3395
5454,84.2005
5455,149.073
5456,44.5471
5457,54.1532
5458,53.561
5459,143.379
5460,67.0116
5461,156.27
5462,136.422
5463,117.603
5464,74.9826
5465,184.456
5466,38.436
5467,180.307
5468,126.831
5469,59.6465
5470,185.64
5471,162.379
5472,59.8654
5473,78.4885
5474,99.4925
5475,55.0402
5476,169.442
5477,181.336
5478,170.818
5479,56.482
5480,81.9177
5481,90.2642
5482,196.219
5483,52.4044
5484,45.0949
5485,122.348
5486,36.7238
5487,76.9205
5488,183.107
5489,118.44
5490,115.444
5491,68.7735
5492,128.454
5493,161.482
5494,53.315
5495,197.305
5496,62.1725
5497,92.9789
5498,90.2318
5499,182.116
5500,47.6449
5501,37.8769
5502,100.777
5503,133.36
5504,59.5633
5505,119.893
5506,84.5963
5507,122.676
5508,35.5179
5509,136.723
5510,76.2839
5511,115.138
5512,134.863
5513,182.188
5514,51.2303
5515,76.2191
5516,69.1518
5517,76.8526
5518,167.792
5519,187.639
5520,117.864
5521,60.0798
5522,179.145
5523,124.973
5524,196.911
5525,119.259
5526,157.1
5527,98.766
5528,146.061
5529,93.998
5530,187.311
5531,69.5581
5532,99.6056
5533,99.9395
5534,125.54
5535,158.45
5536,194.536
5537,60.506
5538,78.9886
5539,40.5855
5540,154.529
5541,86.8513
5542,155.203
5543,73.1697
5544,136.099
5545,31.9551
5546,39.9229
5547,132.483
5548,44.7596
5549,175.927
5550,98.4045
5551,150.855
5552,57.9177
5553,181.976
5554,180.878
5555,186.158
5556,72.0721
5557,118.26
5558,175.468
5559,143.033
5560,149.885
5561,114.626
5562,78.3182
5563,100.532
5564,106.762
5565,115.01
5566,156.484
5567,94.1894
5568,38.2297
5569,71.7292
5570,159.483
5571,185.076
5572,85.2583
5573,171.517
5574,85.7252
5575,176.05
5576,94.7148
5577,57.9097
5578,175.059
5579,102.58
5580,131.636
5581,194.475
5582,172.915
5583,163.175
5584,196.348
5585,131.025
5586,177.904
5587,151.352
5588,37.7364
5589,101.993
5590,114.241
5591,60.6092
5592,42.7566
5593,126.558
5594,197.39
5595,149.423
5596,151.242
5597,198.237
5598,116.681
5599,61.7652
5600,150.197
5601,173.176
5602,175.435
5603,84.1811
5604,102.837
5605,81.338
5606,100.765
5607,87.1998
5608,105.397
5609,144.579
5610,112.419
5611,106.464
5612,186.248
5613,74.6591
5614,124.697
5615,98.0631
5616,88.002
5617,119.97
5618,75.4565
5619,123.194
5620,30.4825
5621,83.578
5622,144.256
5623,165.734
5624,103.245
5625,157.269
5626,49.3185
5627,192.249
5628,69.6966
5629,147.672
5630,175.167
5631,157.219
5632,87.5589
5633,53.6881
5634,55.2771
5635,66.3867
5636,184.705
5637,102.841
5638,135.786
5639,36.5628
5640,61.5044
5641,122.95
5642,32.8911
5643,169.469
5644,197.165
5645,46.5114
5646,94.1506
5647,162.99
5648,91.4994
5649,46.3255
5650,112.463
5651,67.7852
5652,107.619
5653,87.4496
5654,139.342
5655,149.946
5656,54.4365
5657,88.3167
5658,90.4153
5659,159.526
5660,58.9768
5661,147.557
5662,148.761
5663,178.079
5664,121.305
5665,39.5879
5666,188.673
5667,33.0452
5668,74.8013
5669,60.1387
5670,31.9143
5671,70.2368
5672,36.598
5673,53.1637
5674,79.565
5675,166.92
5676,130.939
5677,193.15
5678,119.111
5679,97.5741
5680,144.73
5681,149.799
5682,124.582
5683,71.7053
5684,189.932
5685,155.906
5686,125.666
5687,76.6817
5688,63.475
5689,170.384
5690,51.7745
5691,130.666
5692,37.0361
5693,89.09
5694,71.8311
5695,147.499
5696,186.872
5697,91.9127
5698,51.4686
5699,144.874
5700,64.1932
5701,152.182
5702,110.254
5703,197.03
5704,92.0118
5705,172.944
5706,198.339
5707,177.12
5708,74.7322
5709,39.4149
5710,42.3256
5711,80.9162
5712,161.276
5713,108.085
5714,143.915
5715,158.83
5716,49.8592
5717,177.384
5718,112.163
5719,113.157
5720,195.717
5721,50.9658
5722,107.36
5723,190.197
5724,39.2597
5725,88.9571
5726,149.274
5727,141.471
5728,61.3915
5729,183.073
5730,183.148
5731,198.464
5732,152.355
5733,74.9015
5734,93.837
5735,137.329
5736,91.316
5737,184.631
5738,194.293
5739,99.0543
5740,156.541
5741,72.3393
5742,52.5156
5743,159.842
5744,32.8938
5745,188.942
5746,109.214
5747,51.9886
5748,134.072
5749,54.7578
5750,62.1454
5751,113.523
5752,178.802
5753,68.9825
5754,57.9405
5755,92.7446
5756,165.665
5757,134.684
5758,122.764
5759,86.7052
5760,54.569
5761,174.022
5762,35.077
5763,134.029
5764,47.2315
5765,71.146
5766,54.3314
5767,158.077
5768,186.478
5769,147.169
5770,114.81
5771,175.333
5772,189.386
5773,52.7477
5774,148.656
5775,175.368
5776,148.047
5777,76.0648
5778,133.674
5779,65.6294
5780,170.842
5781,34.8778
5782,170.031
5783,109.386
5784,174.842
5785,178.329
5786,187.968
5787,61.4674
5788,110.087
5789,43.4712
5790,190.705
5791,142.424
5792,181.584
5793,36.095
5794,130.51
5795,136.18
5796,128.018
5797,174.342
5798,84.5547
5799,44.2491
5800,58.0536
5801,109.382
5802,190.09
5803,106.111
5804,34.7881
5805,158.075
5806,73.9063
5807,187.104
5808,90.1375
5809,151.905
5810,134.524
5811,39.5278
5812,126.028
5813,45.0361
5814,52.0696
5815,86.0919
5816,34.081
5817,66.9877
5818,103.838
5819,136.114
5820,115.238
5821,191.289
5822,81.6775
5823,159.096
5824,169.638
5825,135.71
5826,55.3141
5827,106.98
